Index,X,Y,Facies,Porosity,Perm,AI
232,500,719,0,0.118733457,17.28773549,5247.918722
351,630,239,0,0.118745644,6.799805956,5300.493405
498,50,729,1,0.119197769,2.006094187,3643.204933
393,100,419,1,0.119454201,2.668076699,4012.550053
436,410,499,1,0.119853185,56.65750729,5146.574192
584,650,469,0,0.120071526,19.09870492,6622.020739
31,400,500,1,0.120235177,65.48685911,4926.975019
184,270,939,1,0.120364,21.42061302,4729.726954
320,150,289,0,0.120451544,4.539273707,5532.875795
554,730,179,1,0.120533189,5.301363778,4493.640123
532,200,999,0,0.120733572,8.925149865,5114.881659
345,210,339,0,0.120768529,3.946416449,4519.102829
231,840,969,1,0.120977023,5.25876879,4425.904187
493,460,609,1,0.121072129,39.20795296,5210.561404
309,910,329,0,0.121077155,6.327655274,4929.97128
69,800,300,1,0.121301344,5.262136805,5705.393545
122,120,429,1,0.121463086,3.497527935,4060.886568
516,450,829,1,0.121511247,17.51052903,4433.985796
187,200,389,1,0.1216697,3.254673917,4836.25283
535,840,729,0,0.12186281,1.110405049,4502.182571
415,990,519,0,0.122079476,8.09231273,6403.75874
478,60,479,1,0.122623765,4.143724994,3855.965027
524,280,929,1,0.123152592,30.20601114,5103.981137
210,780,429,0,0.123507766,23.43233748,5892.392937
60,700,300,1,0.123651627,11.74633434,5605.81194
170,50,809,1,0.123712239,2.874880927,4555.093964
480,850,109,1,0.123766701,2.848132675,3138.999207
527,990,859,0,0.123790785,2.226481784,4122.567716
214,250,419,1,0.124088229,5.397949774,4277.569619
261,10,169,0,0.124219222,13.84014988,5565.058066
373,410,789,1,0.124565219,36.89424841,4362.001546
172,830,819,1,0.124873003,1.78201193,4494.808666
289,840,59,1,0.125031679,3.453027474,4461.403461
14,200,400,1,0.12538215,4.061771783,4477.9302
99,900,879,0,0.125616182,1.283611907,3722.504337
156,540,799,1,0.126067358,24.39994644,4906.490088
90,900,894,0,0.126350121,1.83880402,4288.503765
269,980,339,1,0.126457649,10.5944746,4948.890047
330,790,209,1,0.126479548,4.983416811,4899.091168
115,180,909,1,0.126662137,13.88274898,4712.673154
63,800,900,1,0.12749726,7.608928226,4357.7373
558,600,29,1,0.127521509,30.08634417,5766.104448
282,430,509,1,0.127796116,77.09093538,4846.14963
455,70,869,0,0.127860343,4.896128582,4319.617081
91,910,894,0,0.127981317,1.796215854,3842.854219
258,390,669,1,0.128368401,126.8459931,4717.84267
411,950,259,1,0.128620416,6.131438298,3932.245864
555,660,459,0,0.128640768,32.94142775,6570.337407
586,620,119,1,0.128762021,19.92304613,5023.316026
295,680,29,1,0.128993697,11.32973866,3308.590727
278,670,189,0,0.129508591,12.03716379,5231.175812
206,410,489,1,0.129625033,83.21534709,5058.206378
70,800,200,1,0.129699818,4.945909092,5532.190176
213,860,999,1,0.129713529,6.538518785,5174.544117
9,200,900,1,0.129948579,23.34847335,4781.590782
125,900,999,1,0.130281153,4.472919052,4282.50802
220,730,239,1,0.130361716,7.50346438,4567.867914
343,660,769,1,0.13074371,7.318423996,4286.269709
152,740,389,1,0.130965387,32.09617414,6695.24543
461,420,809,1,0.131383054,43.22651198,4611.482457
328,850,129,1,0.131835011,4.390635246,4059.180305
197,670,779,1,0.132133608,6.435518451,4114.122256
507,890,269,1,0.132431343,6.758139679,4186.286197
89,890,894,1,0.132899295,2.815137178,4782.783536
356,300,399,1,0.13316089,16.86356777,5547.31341
182,260,419,1,0.133233543,9.608327283,4792.113388
32,400,400,1,0.133265282,60.94752363,4747.32968
357,50,819,1,0.134241459,4.976402338,4569.849281
579,620,159,1,0.134281734,17.44562493,5003.077228
457,720,129,1,0.134839256,11.03761216,3716.261543
78,900,300,1,0.135045112,10.03974217,4125.915119
264,700,349,1,0.135180244,30.7720945,6481.064873
196,180,409,1,0.135861819,6.444589616,4234.475398
542,440,929,1,0.136260599,49.98841162,4812.167368
517,770,279,1,0.136608819,10.88323122,5609.310795
29,400,700,1,0.136710687,148.3507398,4812.50309
389,470,969,1,0.136711717,37.11696111,4649.395551
223,280,409,1,0.136716073,17.12688823,4728.067903
272,680,979,1,0.136763227,18.77619464,3846.274912
458,420,959,1,0.13703643,46.27384143,4460.227665
354,720,819,1,0.137149837,4.245776464,4130.64991
372,750,879,1,0.137260815,8.005736379,4279.1152
59,700,400,1,0.137537212,74.77695203,6044.451029
298,970,219,1,0.13763664,13.10539936,3543.048285
252,800,269,1,0.137709984,11.34716137,5461.129656
127,130,539,1,0.137928646,16.46245062,3473.985395
308,160,499,1,0.138163231,11.72980063,3511.018638
408,550,9,1,0.13817351,37.60493074,3954.966756
380,750,189,1,0.138428337,10.96014987,4179.653364
404,90,489,1,0.138742425,9.540895757,3150.316067
133,140,499,1,0.138823266,12.36524148,3125.840089
339,680,859,1,0.139132473,15.03177487,4684.316559
219,120,509,1,0.139301267,12.54064505,2822.350187
79,900,200,1,0.139413629,7.75053274,4242.735416
470,650,759,1,0.139449219,12.14398911,4723.842774
211,960,289,1,0.139463401,12.88574495,4464.513961
100,250,879,1,0.139499223,73.2698863,4571.839622
23,300,400,1,0.139516336,25.02008282,4928.059101
109,370,449,1,0.139847737,82.99187677,4727.305881
290,150,449,1,0.140781806,8.493639723,4052.65684
260,570,799,1,0.141313351,36.5650235,4062.535693
37,500,800,1,0.14140877,56.45473057,4612.304107
581,20,459,1,0.142106944,11.62513005,3541.132224
129,800,169,1,0.142415101,7.208674243,5132.904312
341,370,689,1,0.142434019,218.4199494,5072.154879
104,480,869,1,0.142709762,44.80447942,4964.381747
305,940,169,1,0.143012865,15.71273803,4564.629953
294,940,159,1,0.143969589,16.26131915,4589.005976
62,700,100,1,0.144041529,18.68026855,3903.676211
349,790,129,1,0.144097391,7.153502043,4642.196796
521,870,49,1,0.144306875,10.82069946,4475.661934
329,870,69,1,0.144508212,9.928516285,3895.679393
363,130,459,1,0.144524136,10.29490705,3485.110733
307,110,689,1,0.144646999,26.79764011,3478.107639
254,0,449,1,0.144673586,15.84406526,3015.240828
568,190,449,1,0.144748365,12.00637596,4397.958253
481,340,459,1,0.144914209,72.6439652,4785.836496
54,700,900,1,0.144936473,20.63446978,4425.742919
466,800,249,1,0.14588814,13.95403906,5636.263555
2,100,700,1,0.145911865,17.81814308,3586.988513
476,340,739,1,0.146069876,234.3574002,3828.898027
4,100,500,1,0.14608824,16.71736693,2534.551236
243,0,429,1,0.147059906,17.10278106,2914.85713
484,790,259,1,0.147352257,15.7248148,5178.285515
1,100,800,1,0.14767608,10.71178926,3470.845666
443,720,899,1,0.148053567,18.23593931,4657.906573
175,800,259,1,0.148592335,17.30323835,5383.404805
392,120,549,1,0.148714689,31.34075927,3468.500265
449,300,539,1,0.148719139,86.10962959,4454.324696
151,510,939,1,0.148881555,70.56278492,3665.012314
421,900,79,1,0.149330423,20.30421739,4004.827681
451,320,559,1,0.149399578,131.8642479,4332.562518
398,220,859,1,0.149480013,65.60436306,4462.460146
437,230,539,1,0.149815084,34.23149706,4377.387175
512,180,709,1,0.150207896,95.9988329,5075.215676
460,900,149,1,0.150603863,16.09971062,4379.194125
403,740,879,1,0.150873834,16.28841118,4850.035301
352,370,529,1,0.151699552,261.6738008,4423.388068
442,190,889,1,0.151750913,49.42828227,4873.630073
53,600,100,1,0.152041942,54.03574934,5216.867196
550,390,879,1,0.152058104,156.8285556,4499.028045
123,180,789,1,0.152404284,61.14294512,3730.922473
500,600,849,1,0.152582706,51.35744158,5241.924699
456,260,589,1,0.15270099,101.4199335,4198.340685
382,370,379,1,0.152882784,90.60027557,5575.724396
46,600,800,1,0.153979885,50.4514173,4285.964754
386,230,859,1,0.154095139,103.8511868,3945.018935
216,960,39,1,0.154220444,39.75394378,3352.542127
350,560,979,1,0.15442203,85.34123245,4599.567224
229,270,759,1,0.15447825,261.0379334,4334.473525
485,130,599,1,0.155174771,81.14241842,3524.119959
208,130,789,1,0.155974439,24.58813381,4331.375441
204,180,599,1,0.15649709,96.2819815,2555.565609
171,480,929,1,0.156588682,103.4662545,4401.301114
528,160,579,1,0.156645427,71.67378271,3180.807532
376,970,149,1,0.157108582,44.71277769,5216.06005
369,510,899,1,0.157110778,103.9842538,4432.984637
387,640,929,1,0.1577302,76.62836706,4870.919942
482,950,59,1,0.15816998,52.34672386,4004.352923
181,720,99,1,0.158580671,31.32069971,3862.779932
495,280,789,1,0.158660217,356.1827882,4149.525421
240,170,559,1,0.158777407,73.05441229,2812.271425
27,400,900,1,0.158800308,174.2583002,4101.371674
103,880,89,1,0.159046755,22.18835369,4211.969946
342,410,629,1,0.159714026,423.5062136,5001.128239
185,920,9,1,0.159776805,45.85504582,3493.860159
22,300,500,1,0.15989064,105.7974361,3658.811458
474,920,179,1,0.160230597,30.43508097,4309.36588
523,280,799,1,0.161938243,395.7178572,4212.827564
432,220,539,1,0.162343094,68.65542099,4417.703321
108,360,839,1,0.162924958,343.7264161,4679.295821
36,500,900,1,0.163029998,129.8036299,4272.717072
267,310,839,1,0.16307629,446.5632512,4114.37
222,240,689,1,0.163196873,233.5485412,3395.359998
402,300,849,1,0.164065312,459.7341972,4627.017779
19,300,800,1,0.164797267,497.5935782,3881.489046
12,200,600,1,0.164922997,154.5558409,2147.668805
20,300,700,1,0.165154616,486.504799,3726.023776
13,200,500,1,0.167026447,50.97089947,4583.679953
409,190,639,1,0.168017363,224.2294626,3025.167515
410,300,679,1,0.168196204,602.6562873,3766.141917
479,240,809,1,0.168329664,323.3185141,4009.602579
189,210,549,1,0.169003528,104.7594118,4112.613046
135,140,619,1,0.169469209,199.0298861,3358.271778
177,330,619,1,0.169470314,485.1361907,4367.180402
365,580,879,1,0.169654287,159.1550687,4760.335515
513,360,639,1,0.1708804,667.0673361,4649.520961
423,900,99,1,0.17089612,54.13963857,4626.567599
446,300,639,1,0.17179859,591.3426154,3890.002192
93,230,639,1,0.171823072,296.6983994,3206.70009
303,270,709,1,0.171830075,499.82868,3425.500651
80,900,100,1,0.172168407,52.27304256,4354.446742
549,900,109,1,0.172168407,52.27304256,4354.446742
107,320,619,1,0.173093504,555.5213139,4307.367554
291,980,119,1,0.173763764,107.9320808,5327.057261
154,250,789,1,0.173882524,559.3759004,3735.162729
486,0,549,1,0.173917995,102.3199974,3673.832356
30,400,600,1,0.174147074,860.7803271,4715.552209
529,950,99,1,0.174670694,88.24163227,5689.41544
256,120,609,1,0.176310428,197.658397,3522.239792
190,250,729,1,0.176423113,476.1506516,4488.425336
218,730,919,1,0.177641831,82.85383883,4311.358564
399,140,629,1,0.177707085,291.5015076,3860.520896
332,200,589,1,0.178565209,251.3611799,1981.177309
344,190,729,1,0.179468753,371.5564039,4614.047656
574,320,829,1,0.180336229,957.4267481,4427.866875
21,300,600,1,0.182675864,931.1890135,5260.675055
522,340,589,1,0.184602241,765.0222507,4927.183097
11,200,700,1,0.185298636,595.6745397,4729.017454
3,100,600,1,0.186166618,217.1093653,3732.114787
131,240,779,1,0.192486329,1198.681716,3988.299843
178,0,489,1,0.200183717,293.5617326,3736.30578
468,240,759,1,0.202754775,1826.460861,3856.642038
268,70,589,1,0.203965977,339.8748983,3803.734673
215,230,749,1,0.204587022,1665.384124,3994.709069
173,230,769,1,0.205586381,1991.097723,4060.634282
407,20,519,1,0.206891782,419.1899482,3342.171009
157,40,589,1,0.210257626,461.9766762,3890.179723
